"sentiment","avg_noun_sentiment","avg_verb_sentiment","avg_adverb_sentiment","avg_adjective_sentiment","avg_na_sent","avg_tot_sent","last_punctuation","comma_count","._count","X._count","X._count.1"
0,-0.0625,0,0,0,0,-0.0625,"",0,0,0,0
-0.5,-0.233829498291016,0,0,-0.0207871335333038,-0.75,-0.213336732863657,"",0,0,0,0
0.5,0,0,0,0,0.5,0.5,"",0,0,0,0
0,-0.0416666666666667,0,0,-0.03125,0,-0.0390625,"",0,0,0,0
1,0.31072998046875,0,0,0,0,0.31072998046875,"",0,0,0,0
0.5,0,0,0,0,0.5,0.5,"",0,0,0,0
0,0,0,0,0,0,0,"",0,0,0,0
1,0,0,0,0.75,-0.0625,0.34375,"",0,0,0,0
0,0,0,0,-0.0428061388644559,-0.125,-0.0630697360988946,"",0,0,0,0
0.5,0.5,0,0,0,0,0.5,"",0,0,0,0
1,0,0,0,0,1,1,"",0,0,0,0
1,0.5,0,0,0.550628662109375,0.815789473684211,0.591604533948396,"",0,0,0,0
0.5,0,0,0,0,0.5,0.166666666666667,"",0,0,0,0
1,0,0,0,0,1,1,"",0,0,0,0
1,0,0,0,0,1,1,"",0,0,0,0
1,0,0,0,0,0.815789473684211,0.815789473684211,"",0,0,0,0
0,0.00390625,0,0,0,0.141666666666667,0.0718098958333333,"",0,0,0,0
0.5,0,0,0,0,0.5,0.5,"",0,0,0,0
